,Filename,RelFreqNoun,RelFreqVerb,RelFreqAdj,RelFreqAdv,UniquePER,UniqueLOC,UniqueORG
0,0100.a2.txt,2098.77,1296.3,802.47,358.02,1,0,2
1,0101.a2.txt,2028.61,949.28,559.17,728.22,0,0,0
2,0102.a2.txt,1840.19,1150.12,653.75,690.07,0,1,1
3,0103.a2.txt,1932.37,1231.88,1026.57,398.55,0,0,1
4,0104.a2.txt,2100.63,993.71,729.56,339.62,4,0,1
5,0105.a2.txt,1754.16,1267.61,883.48,588.99,0,0,2
6,0106.a2.txt,1670.7,1138.01,738.5,544.79,0,1,1
7,0107.a2.txt,1587.49,1332.56,741.6,544.61,2,0,3
8,0109.a2.txt,1611.62,1188.9,620.87,369.88,2,0,2
9,0110.a2.txt,2262.21,1298.2,578.41,539.85,1,1,1
10,0111.a2.txt,1912.41,1386.86,510.95,686.13,0,0,0
11,0112.a2.txt,2186.76,1028.37,780.14,484.63,0,0,1
12,0113.a2.txt,1981.88,1189.13,792.75,645.53,0,0,0
13,0115.a2.txt,2158.65,1274.38,689.21,650.2,0,0,1
14,0118.a2.txt,1729.96,1448.66,843.88,436.01,1,0,1
15,0119.a2.txt,1780.3,1287.88,681.82,416.67,0,0,0
16,0120.a2.txt,1888.75,1203.1,763.26,543.34,0,3,0
17,0121.a2.txt,2033.1,780.14,756.5,425.53,2,3,1
18,0122.a2.txt,1845.07,1056.34,704.23,478.87,1,0,4
19,0125.a2.txt,1811.49,1148.75,1178.2,427.1,0,0,1
20,0127.a2.txt,1988.04,1121.08,822.12,732.44,1,1,1
21,0128.a2.txt,1843.97,1004.73,756.5,555.56,2,0,1
22,0130.a2.txt,1806.31,1011.97,631.12,511.43,4,2,0
23,0131.a2.txt,2231.92,1159.6,598.5,573.57,0,0,1
24,0133.a2.txt,1819.98,1008.9,929.77,524.23,0,0,0
25,0134.a2.txt,1772.0,830.24,929.37,743.49,0,0,0
26,0135.a2.txt,1829.84,1025.64,885.78,512.82,1,0,3
27,0136.a2.txt,2009.93,1178.66,868.49,310.17,0,0,0
28,0137.a2.txt,1684.59,1230.59,597.37,597.37,0,0,1
29,0138.a2.txt,1850.39,1259.84,734.91,459.32,0,0,1
30,0139.a2.txt,1779.89,1182.07,760.87,584.24,0,0,0
31,0140.a2.txt,1764.1,1148.72,820.51,451.28,0,0,0
32,0142.a2.txt,2274.93,1132.62,813.17,387.22,0,0,0
33,0143.a2.txt,1980.41,1131.66,924.92,424.37,0,0,0
34,0146.a2.txt,1585.11,1425.53,680.85,500.0,0,0,0
35,0148.a2.txt,1936.25,1121.61,519.48,436.84,0,5,4
36,0149.a2.txt,1982.61,1243.48,652.17,704.35,0,0,3
37,0150.a2.txt,1631.3,1392.57,649.87,464.19,0,0,0
38,0155.a2.txt,2023.2,1275.77,1121.13,670.1,0,0,1
39,0156.a2.txt,1785.71,1071.43,700.0,514.29,1,0,0
40,0157.a2.txt,1169.31,1437.27,499.39,596.83,0,0,2
41,0158.a2.txt,1675.26,1262.89,567.01,721.65,0,0,0
42,0159.a2.txt,1818.18,1066.67,836.36,751.52,0,0,0
43,0161.a2.txt,2097.74,1132.3,679.38,536.35,0,1,5
44,0162.a2.txt,1997.37,1235.22,696.45,367.94,0,0,0
45,0163.a2.txt,1664.5,975.29,936.28,741.22,0,0,0
46,0165.a2.txt,2014.49,971.01,782.61,478.26,2,1,1
47,0167.a2.txt,1759.34,948.04,838.65,610.76,0,0,1
48,0168.a2.txt,2297.3,1293.44,791.51,444.02,2,3,0
49,0169.a2.txt,1822.86,1132.85,1225.54,535.53,1,0,1
50,0171.a2.txt,1802.25,1063.83,801.0,463.08,0,0,1
51,0172.a2.txt,2126.82,1109.64,634.08,488.77,2,0,0
52,0173.a2.txt,2171.89,824.62,1173.05,476.19,4,0,1
53,0174.a2.txt,2246.29,1151.65,912.2,262.26,0,0,2
54,0175.a2.txt,1774.61,1373.06,621.76,440.41,0,0,1
55,0176.a2.txt,2163.98,940.86,739.25,430.11,0,0,0
56,0177.a2.txt,1513.08,1001.14,841.87,580.2,0,1,1
57,0178.a2.txt,1949.75,1115.58,944.72,703.52,1,0,0
58,0179.a2.txt,1973.33,1213.33,986.67,400.0,0,0,0
59,0180.a2.txt,1988.76,1179.78,651.69,617.98,1,0,0
60,0182.a2.txt,1656.9,979.08,853.56,460.25,3,1,7
61,0185.a2.txt,1719.13,1125.91,593.22,447.94,0,1,0
62,0186.a2.txt,1602.0,1326.66,638.3,650.81,0,0,0
63,0187.a2.txt,1797.07,1051.34,929.1,391.2,3,0,0
64,0188.a2.txt,1567.7,1068.88,855.11,451.31,1,0,1
65,0189.a2.txt,1700.68,884.35,759.64,442.18,1,1,1
66,0190.a2.txt,1232.35,1347.88,539.15,667.52,0,0,0
67,0191.a2.txt,1809.85,1282.93,664.38,492.55,0,0,3
68,0192.a2.txt,1910.38,1167.45,554.25,636.79,1,0,1
69,0193.a2.txt,2165.18,1227.68,848.21,424.11,0,1,3
70,0194.a2.txt,1894.6,1154.33,915.93,363.86,0,0,2
71,0195.a2.txt,1263.8,1079.75,576.69,490.8,1,4,5
72,0196.a2.txt,1977.01,1252.87,747.13,321.84,0,0,0
73,0197.a2.txt,1832.26,941.94,761.29,606.45,1,0,0
74,0198.a2.txt,1855.07,1014.49,797.1,347.83,1,0,0
75,0199.a2.txt,1897.63,1098.63,886.39,362.05,0,0,0
76,0200.a2.txt,1653.18,1306.36,705.2,566.47,0,1,3
77,0201.a2.txt,1460.36,820.58,764.95,333.8,0,0,6
78,0202.a2.txt,2110.43,1361.96,785.28,343.56,0,0,1
79,0203.a2.txt,1707.02,932.2,1041.16,593.22,0,0,1
80,0204.a2.txt,1930.33,1103.05,653.12,449.93,0,1,1
81,0205.a2.txt,2002.07,1026.97,809.13,456.43,3,0,4
82,0206.a2.txt,1828.79,1076.52,700.39,557.72,1,1,0
83,0207.a2.txt,1813.26,1271.99,717.19,487.14,0,0,0
84,0208.a2.txt,1680.44,1313.13,734.62,560.15,5,0,0
85,0209.a2.txt,2301.0,883.08,746.27,273.63,2,0,0
86,0213.a2.txt,1734.94,1457.83,867.47,554.22,0,0,1
87,0214.a2.txt,1919.08,959.54,867.05,601.16,1,1,1
88,0215.a2.txt,1654.14,1403.51,964.91,463.66,0,0,0
89,0216.a2.txt,1636.16,1121.28,938.22,263.16,0,0,1
90,0218.a2.txt,2266.5,1183.06,709.84,336.24,0,0,0
91,0219.a2.txt,1540.31,1287.61,601.68,649.82,0,0,0
92,0221.a2.txt,2129.38,1024.26,512.13,323.45,0,0,2
93,0222.a2.txt,1937.98,1162.79,620.16,400.52,2,6,2
94,0223.a2.txt,1921.86,1034.85,992.61,253.43,0,2,3
95,0224.a2.txt,1729.41,1105.88,458.82,364.71,4,0,1
96,0226.a2.txt,1794.87,1128.21,820.51,576.92,0,0,0
97,0227.a2.txt,1863.64,909.09,954.55,545.45,0,1,0
98,0231.a2.txt,2064.59,1141.87,565.17,426.76,1,0,1
